date,carry_returns
2013-08-30,0.025977685302185506
2013-09-30,-0.0007244709828864923
2013-10-31,0.003131478007622072
2013-11-29,-0.020975125853213372
2013-12-31,0.002927135482779712
2014-01-31,-0.000780695400573943
2014-02-28,0.0021687820773539737
2014-03-31,0.022804388546145783
2014-04-30,0.004632586243928261
2014-05-30,0.01374122227142871
2014-06-30,0.0068552999552518035
2014-07-31,0.002870217195274508
2014-08-29,0.004211546852153263
2014-09-30,-0.005576345426919315
2014-10-31,-0.0018432827731992285
2014-11-28,-0.01952813433294831
2014-12-31,-0.027262801172855105
2015-01-30,-0.014366509532039514
2015-02-27,0.03281658126577043
2015-03-31,-0.010715913773389058
2015-04-30,-0.004889911863329061
2015-05-29,-0.011902332175545
2015-06-30,-0.002650390524318296
2015-07-31,-0.0026636697812381835
2015-08-31,-0.02499354103835353
2015-09-30,0.012663928029595409
2015-10-30,0.0355801355408832
2015-11-30,-0.00831623011304635
2015-12-31,-0.023258467285803348
2016-01-29,-0.006905885522843472
2016-02-29,0.026997343958947113
2016-03-31,-0.0007654455716960356
2016-04-29,-0.01273288065418343
2016-05-31,-0.0014413635491098064
2016-06-30,0.0027195113959027246
2016-07-29,-0.0029907162413414317
2016-08-31,0.0003677492770424171
2016-09-30,-0.0011021531938446572
2016-10-31,0.009595995097971044
2016-11-30,0.009202470032145912
2016-12-30,-0.0013717373408237404
2017-01-31,0.018150169065691998
2017-02-28,-0.006932771671567287
2017-03-31,0.0006953695268562638
2017-04-28,-0.01937708371200545
2017-05-31,-0.008527612998963836
2017-06-30,0.013878463045913
2017-07-31,0.004874581547198885
2017-08-31,0.011772125635403974
2017-09-29,0.0002956836633600797
2017-10-31,-0.0057108653731604555
2017-11-30,0.0031897091991745317
2017-12-29,0.01042023320904765
2018-01-31,-0.02408755168556542
2018-02-28,0.0018494133627624532
2018-03-29,0.013748672833419257
2018-04-30,0.0046300322972134475
2018-05-31,-0.005543505484019421
2018-06-29,-0.006873363625043724
2018-07-31,-0.01303052600297298
2018-08-31,-0.0211634337253932
2018-09-28,0.013973441348018738
2018-10-31,0.020067613450816826
2018-11-30,-0.018076591432144053
2018-12-31,0.0038636230906174216
2019-01-31,0.013313025686046975
2019-02-28,0.0016186378365544703
2019-03-29,0.008042853738806127
2019-04-30,-0.015466185358376442
2019-05-31,-0.021503760667675786
2019-06-28,0.0013797088325989684
2019-07-31,-0.029963765766878606
2019-08-30,0.02252579475846383
2019-09-30,0.007603763368482156
2019-10-31,0.010212596514761585
2019-11-29,0.004033232066232183
2019-12-31,-0.011402714152061769
2020-01-31,-0.010140421876205676
2020-02-28,-0.07433518748878501
2020-03-31,0.021420633120569743
2020-04-30,0.0035937006013698376
2020-05-29,0.008882633732619103
2020-06-30,-0.003166774238225532
2020-07-31,0.00486683740274977
2020-08-31,0.0025102222938256915
2020-09-30,-0.009404483698908781
2020-10-30,0.017464743045772984
2020-11-30,-0.0020721536145426427
2020-12-31,0.017740976125536934
2021-01-29,0.02354443932449394
2021-02-26,0.026694526298630707
2021-03-31,-0.008192584746628909
2021-04-30,-0.004329194755033461
2021-05-28,-0.0009004210284658805
2021-06-30,-0.006309386368608818
2021-07-30,-0.005443962202296851
2021-08-31,0.0037327990229017636
2021-09-30,0.008302847136754443
2021-10-29,-0.011375508138783075
2021-11-30,-0.011092317804735258
2021-12-31,0.012611914642272293
2022-01-31,0.001346826680874158
2022-02-28,0.006621122352613584
2022-03-31,0.006284886460381351
2022-04-29,-0.007588601719059725
2022-05-31,-0.012601313401698972
2022-06-30,-0.010891727650550057
2022-07-29,-0.0005077925378863913
2022-08-31,-0.014879219037327914
2022-09-30,0.012301255102207437
2022-10-31,0.006188109306889029
2022-11-30,-0.013329739246846994
2022-12-30,-0.009371042931890134
2023-01-31,0.005170813010513068
2023-02-28,-0.001538518405744187
2023-03-31,0.00964479266093199
2023-04-28,0.020029428552411372
2023-05-31,0.03581233172633842
2023-06-30,0.006368075076609895
2023-07-31,0.001334994091897447
2023-08-31,0.005182027028787152
2023-09-29,-0.0022625463225999596
2023-10-31,0.02197464577339995
2023-11-30,-0.011130081720581057
2023-12-29,0.011424258698284596
2024-01-31,0.015772507575125234
2024-02-29,0.015085501354541304
2024-03-28,0.01614773536096233
2024-04-30,0.02415964663575535
2024-05-31,0.011443863612433436
2024-06-28,0.011044191553966446
2024-07-31,-0.05765646400253639
2024-08-30,0.0036493757819115267
2024-09-30,0.027440534713432295
2024-10-31,0.003234176536870116
2024-11-29,-0.0068772112684913535
2024-12-31,
